Country,Happiness_rank,Happiness_score,GDP_per_capita,Social_support,Life_expectancy,Freedom,Generosity,Corruption,Year,id
Cambodia,145,3.819,0.4604,0.6274,0.6111,0.6625,0.4036,0.0725,2015,116
Cambodia,140,3.907,0.556,0.5375,0.4249,0.5885,0.4034,0.0809,2016,116
Cambodia,129,4.168,0.6018,1.0062,0.4298,0.6334,0.3859,0.0681,2017,116
Bangladesh,107,4.8328,8.2871,0.6873,64.5031,0.9006,-0.0337,0.6618,2020,50
Bangladesh,125,4.456,0.562,0.928,0.723,0.527,0.166,0.143,2019,50
Bangladesh,115,4.5,0.532,0.85,0.579,0.58,0.153,0.144,2018,50
Bangladesh,109,4.694,0.3975,0.4311,0.6016,0.4082,0.2122,0.1257,2015,50
Bangladesh,110,4.643,0.5418,0.2475,0.5299,0.3978,0.1913,0.1258,2016,50
Bangladesh,110,4.608,0.5867,0.7351,0.5332,0.4784,0.1723,0.1237,2017,50
Gabon,108,4.8293,9.6805,0.7879,59.7153,0.7048,-0.2223,0.8492,2020,266
Gabon,104,4.799,1.057,1.183,0.571,0.295,0.043,0.055,2019,266
Gabon,103,4.758,1.036,1.164,0.404,0.356,0.032,0.052,2018,266
Gabon,143,3.896,1.0602,0.9053,0.4337,0.3191,0.0682,0.1109,2015,266
Gabon,134,4.121,1.1585,0.7237,0.3494,0.281,0.0624,0.0931,2016,266
Gabon,118,4.465,1.1982,1.1556,0.3566,0.3123,0.0438,0.076,2017,266
South Africa,109,4.8141,9.4034,0.8525,56.506,0.7593,-0.1098,0.8434,2020,710
South Africa,106,4.722,0.96,1.351,0.469,0.389,0.13,0.055,2019,710
South Africa,105,4.724,0.94,1.41,0.33,0.516,0.103,0.056,2018,710
South Africa,113,4.642,0.9205,1.1847,0.2769,0.3321,0.1197,0.0888,2015,710
South Africa,116,4.459,1.0242,0.9605,0.1861,0.4248,0.1366,0.0842,2016,710
South Africa,101,4.829,1.0547,1.3848,0.1871,0.4792,0.1394,0.0725,2017,710
Iraq,110,4.7848,9.6611,0.7477,59.9035,0.6332,-0.0696,0.8223,2020,368
Iraq,126,4.437,1.043,0.98,0.574,0.241,0.148,0.089,2019,368
Iraq,117,4.456,1.01,0.971,0.536,0.304,0.148,0.095,2018,368
Iraq,112,4.677,0.9855,0.8189,0.6024,0.0,0.1792,0.1379,2015,368
Iraq,112,4.575,1.0747,0.592,0.5108,0.2486,0.1959,0.1364,2016,368
Iraq,117,4.497,1.1027,0.9786,0.5012,0.2886,0.1996,0.1072,2017,368
Lebanon,111,4.7715,9.3617,0.8243,67.1066,0.5514,-0.0612,0.9023,2020,422
Lebanon,91,5.197,0.987,1.224,0.815,0.216,0.166,0.027,2019,422
Lebanon,80,5.358,0.965,1.179,0.785,0.503,0.214,0.136,2018,422
Lebanon,103,4.839,1.0256,0.8,0.8395,0.3392,0.2185,0.0458,2015,422
Lebanon,93,5.129,1.1227,0.6418,0.7617,0.2623,0.2369,0.0306,2016,422
Lebanon,88,5.225,1.075,1.1296,0.7351,0.2885,0.2645,0.0375,2017,422
Burkina Faso,112,4.7687,7.4685,0.7129,53.8895,0.6656,-0.0191,0.7398,2020,854
Burkina Faso,115,4.587,0.331,1.056,0.38,0.255,0.177,0.113,2019,854
Burkina Faso,121,4.424,0.314,1.097,0.254,0.312,0.175,0.128,2018,854
Burkina Faso,152,3.587,0.2581,0.8519,0.2712,0.3949,0.2175,0.1283,2015,854
Burkina Faso,145,3.739,0.32,0.6305,0.213,0.3337,0.2435,0.1253,2016,854
Burkina Faso,134,4.032,0.3502,1.0433,0.2158,0.3244,0.2509,0.1203,2017,854
Gambia,113,4.7506,7.3218,0.6932,55.012,0.7332,0.3432,0.6907,2020,270
Gambia,120,4.516,0.308,0.939,0.428,0.382,0.269,0.167,2019,270
Mali,114,4.7293,7.6299,0.7315,51.727,0.7116,-0.0444,0.8393,2020,466
Mali,128,4.39,0.385,1.105,0.308,0.327,0.153,0.052,2019,466
Mali,118,4.447,0.37,1.233,0.152,0.367,0.139,0.056,2018,466
Mali,138,3.995,0.2607,1.0353,0.2058,0.3886,0.188,0.1235,2015,466
Mali,135,4.073,0.3129,0.8633,0.1635,0.2754,0.2106,0.1365,2016,466
Mali,127,4.19,0.4762,1.2815,0.1694,0.3066,0.1834,0.105,2017,466
Nigeria,115,4.7241,8.5766,0.7372,49.8619,0.7596,0.0337,0.8619,2020,566
Nigeria,85,5.265,0.696,1.111,0.245,0.426,0.215,0.041,2019,566
Nigeria,91,5.155,0.689,1.172,0.048,0.462,0.201,0.032,2018,566
Nigeria,78,5.268,0.6544,0.9043,0.1601,0.3433,0.2723,0.0403,2015,566
Nigeria,103,4.875,0.7522,0.645,0.0511,0.2785,0.2322,0.0305,2016,566
Nigeria,95,5.074,0.7838,1.2158,0.0569,0.395,0.2309,0.0261,2017,566
Armenia,116,4.6768,9.1005,0.7575,66.7507,0.712,-0.1388,0.7735,2020,51
Armenia,116,4.559,0.85,1.055,0.815,0.283,0.095,0.064,2019,51
Armenia,129,4.321,0.816,0.99,0.666,0.26,0.077,0.028,2018,51
Armenia,127,4.35,0.7682,0.7771,0.7299,0.1985,0.0786,0.039,2015,51
Armenia,121,4.36,0.8609,0.6248,0.6408,0.1404,0.0779,0.0362,2016,51
Armenia,121,4.376,0.9006,1.0075,0.6375,0.1983,0.0835,0.0267,2017,51
Georgia,117,4.6726,9.2261,0.629,64.4952,0.8016,-0.2289,0.6659,2020,268
Georgia,119,4.519,0.886,0.666,0.752,0.346,0.043,0.164,2019,268
Georgia,128,4.34,0.853,0.592,0.643,0.375,0.038,0.215,2018,268
Georgia,130,4.297,0.7419,0.3856,0.7293,0.4058,0.0555,0.3833,2015,268
Georgia,126,4.252,0.8379,0.1925,0.6404,0.3246,0.0679,0.3188,2016,268
Georgia,125,4.286,0.9506,0.5706,0.6495,0.3094,0.054,0.2517,2017,268
Iran,118,4.6724,9.8137,0.6947,66.0061,0.6479,0.1179,0.7146,2020,364
Iran,117,4.548,1.1,0.842,0.785,0.305,0.27,0.125,2019,364
Iran,106,4.707,1.059,0.771,0.691,0.459,0.282,0.129,2018,364
Iran,110,4.686,1.0088,0.5445,0.698,0.3003,0.3809,0.0586,2015,364
Iran,105,4.813,1.1176,0.3886,0.6423,0.2254,0.3854,0.0557,2016,364
Iran,108,4.692,1.1569,0.7116,0.6393,0.2493,0.3872,0.0488,2017,364
Jordan,119,4.6334,9.026,0.8022,66.7998,0.751,-0.1626,0.7003,2020,400
Jordan,101,4.906,0.837,1.225,0.815,0.383,0.11,0.13,2019,400
Jordan,90,5.161,0.822,1.265,0.645,0.468,0.13,0.134,2018,400
Jordan,82,5.192,0.902,1.0539,0.6964,0.4066,0.1105,0.1429,2015,400
Jordan,80,5.303,0.9967,0.8622,0.6071,0.3602,0.1426,0.133,2016,400
Jordan,74,5.336,0.991,1.2391,0.6046,0.4184,0.1722,0.1198,2017,400
Mozambique,120,4.6236,7.0693,0.7239,54.2058,0.8645,0.0324,0.683,2020,508
Mozambique,123,4.466,0.204,0.986,0.39,0.494,0.197,0.138,2019,508
Mozambique,123,4.417,0.198,0.902,0.173,0.531,0.206,0.158,2018,508
Mozambique,94,4.971,0.0831,1.0263,0.0913,0.3404,0.2227,0.156,2015,508
Mozambique,113,4.55,0.2343,0.8707,0.1067,0.4808,0.3222,0.1794,2017,508
Kenya,121,4.583,8.0298,0.7027,60.0969,0.8297,0.2947,0.8315,2020,404
Kenya,121,4.509,0.512,0.983,0.581,0.431,0.372,0.053,2019,404
Kenya,124,4.41,0.493,1.048,0.454,0.504,0.352,0.055,2018,404
Kenya,125,4.419,0.3647,0.9988,0.4144,0.4222,0.3754,0.0584,2015,404
Kenya,122,4.356,0.5227,0.7624,0.3015,0.4058,0.4133,0.0669,2016,404
Kenya,112,4.553,0.5605,1.068,0.31,0.4528,0.4449,0.0646,2017,404
Namibia,122,4.5711,9.2031,0.8469,56.5015,0.7675,-0.1853,0.8514,2020,516
Namibia,113,4.639,0.879,1.313,0.477,0.401,0.07,0.056,2019,516
Namibia,119,4.441,0.874,1.281,0.365,0.519,0.051,0.064,2018,516
Namibia,113,4.574,0.9329,0.7036,0.3474,0.4861,0.078,0.104,2016,516
Namibia,111,4.574,0.9644,1.0985,0.3386,0.5203,0.0771,0.0931,2017,516
Ukraine,123,4.5607,9.0107,0.8789,64.6068,0.6631,-0.0309,0.9206,2020,804
Ukraine,133,4.332,0.82,1.39,0.739,0.178,0.187,0.01,2019,804
Ukraine,138,4.103,0.793,1.413,0.609,0.163,0.187,0.011,2018,804
Ukraine,111,4.681,0.7991,1.2028,0.6739,0.2512,0.1528,0.0296,2015,804
Ukraine,123,4.324,0.8729,1.0141,0.5863,0.1286,0.2036,0.0183,2016,804
Ukraine,132,4.096,0.8947,1.3945,0.5759,0.123,0.2701,0.023,2017,804
Liberia,124,4.5579,7.0544,0.7093,56.0963,0.7353,0.0423,0.8564,2020,430
Liberia,141,3.975,0.073,0.922,0.443,0.37,0.233,0.033,2019,430
Liberia,149,3.495,0.076,0.858,0.267,0.419,0.206,0.03,2018,430
Liberia,116,4.571,0.0712,0.7897,0.342,0.2853,0.2436,0.0623,2015,430
Liberia,150,3.622,0.1071,0.5035,0.2316,0.2575,0.2406,0.0485,2016,430
Liberia,148,3.533,0.119,0.8721,0.2299,0.3329,0.2665,0.0389,2017,430
Palestinian Territories,125,4.5528,8.3892,0.8253,62.25,0.6458,-0.1621,0.8242,2020,275
Palestinian Territories,110,4.696,0.657,1.247,0.672,0.225,0.103,0.066,2019,275
Palestinian Territories,104,4.743,0.642,1.217,0.602,0.266,0.086,0.076,2018,275
Palestinian Territories,108,4.715,0.5987,0.9256,0.6602,0.245,0.1125,0.129,2015,275
Palestinian Territories,108,4.754,0.6702,0.7163,0.5684,0.1774,0.1115,0.1061,2016,275
Palestinian Territories,103,4.775,0.7162,1.1556,0.5657,0.2547,0.1142,0.0893,2017,275
Uganda,126,4.432,7.5004,0.765,55.7082,0.7317,0.0995,0.8367,2020,800
Uganda,136,4.189,0.332,1.069,0.443,0.356,0.252,0.06,2019,800
Uganda,135,4.161,0.322,1.09,0.237,0.45,0.259,0.061,2018,800
Uganda,141,3.931,0.211,1.133,0.3386,0.4573,0.2907,0.0727,2015,800
Uganda,145,3.739,0.3472,0.9098,0.1962,0.4365,0.271,0.0644,2016,800
Uganda,133,4.081,0.3814,1.1298,0.2176,0.4432,0.3258,0.0571,2017,800
Chad,127,4.4227,7.468,0.6324,48.2205,0.5873,0.0178,0.8028,2020,148
Chad,132,4.35,0.35,0.766,0.192,0.174,0.198,0.078,2019,148
Chad,131,4.301,0.358,0.907,0.053,0.189,0.181,0.06,2018,148
Chad,149,3.667,0.3419,0.7606,0.1501,0.235,0.1839,0.0527,2015,148
Chad,144,3.763,0.4221,0.6318,0.0382,0.1281,0.1867,0.0495,2016,148
Chad,137,3.936,0.438,0.9539,0.0411,0.1623,0.2161,0.0536,2017,148
Tunisia,128,4.3922,9.315,0.6887,66.8979,0.5934,-0.2164,0.8676,2020,788
Tunisia,124,4.461,0.921,1.0,0.815,0.167,0.059,0.055,2019,788
Tunisia,111,4.592,0.9,0.906,0.69,0.271,0.04,0.063,2018,788
Tunisia,107,4.739,0.8811,0.6043,0.7379,0.2627,0.0643,0.0636,2015,788
Tunisia,98,5.045,0.9772,0.4316,0.5958,0.2355,0.0394,0.0817,2016,788
Tunisia,102,4.805,1.0073,0.8684,0.6132,0.2897,0.0497,0.0867,2017,788
Mauritania,129,4.3746,8.2339,0.7908,57.0102,0.5515,-0.106,0.7462,2020,478
Mauritania,122,4.49,0.57,1.167,0.489,0.066,0.106,0.088,2019,478
Mauritania,126,4.356,0.557,1.245,0.292,0.129,0.134,0.093,2018,478
Mauritania,124,4.436,0.4541,0.8691,0.3587,0.2423,0.219,0.1746,2015,478
Mauritania,130,4.201,0.6139,0.8414,0.2864,0.1268,0.2269,0.1795,2016,478
Mauritania,123,4.292,0.6485,1.272,0.2853,0.0961,0.2019,0.137,2017,478
Sri Lanka,130,4.327,9.39,0.8254,67.2001,0.8376,0.0811,0.859,2020,144
Sri Lanka,130,4.366,0.949,1.265,0.831,0.47,0.244,0.047,2019,144
Sri Lanka,116,4.471,0.918,1.314,0.672,0.585,0.307,0.05,2018,144
Sri Lanka,132,4.271,0.8352,1.019,0.7081,0.5373,0.4083,0.0918,2015,144
Sri Lanka,117,4.415,0.9732,0.8478,0.6201,0.5082,0.4698,0.0796,2016,144
Sri Lanka,120,4.44,1.0099,1.26,0.6251,0.5612,0.4909,0.0737,2017,144
Congo (Kinshasa),131,4.311,6.6943,0.6722,52.9,0.7008,0.0836,0.8094,2020,178
Congo (Kinshasa),127,4.418,0.094,1.125,0.357,0.269,0.212,0.053,2019,178
Congo (Kinshasa),132,4.245,0.069,1.136,0.204,0.312,0.197,0.052,2018,178
Congo (Kinshasa),120,4.517,0.0,1.0012,0.0981,0.226,0.2483,0.0762,2015,178
Congo (Kinshasa),125,4.272,0.0566,0.8068,0.188,0.156,0.2546,0.0608,2016,178
Congo (Kinshasa),126,4.28,0.0921,1.229,0.1914,0.236,0.2465,0.0602,2017,178
Swaziland,132,4.3081,9.1627,0.7703,51.1882,0.6468,-0.1992,0.7083,2020,748
Swaziland,135,4.212,0.811,1.149,0.0,0.313,0.074,0.135,2019,748
Swaziland,101,4.867,0.7121,1.0728,0.0757,0.3066,0.1826,0.0306,2015,748
Myanmar,133,4.308,8.6805,0.7844,58.9617,0.8951,0.5607,0.6451,2020,104
Myanmar,131,4.36,0.71,1.181,0.555,0.525,0.566,0.172,2019,104
Myanmar,130,4.308,0.682,1.174,0.429,0.58,0.598,0.178,2018,104
Myanmar,129,4.307,0.2711,0.709,0.4825,0.4402,0.7959,0.1903,2015,104
Myanmar,119,4.395,0.3411,0.6998,0.3988,0.4269,0.8197,0.2024,2016,104
Myanmar,114,4.545,0.3671,1.1232,0.3975,0.5145,0.8381,0.1888,2017,104
Comoros,134,4.2886,7.8336,0.6257,57.349,0.5476,0.09,0.7806,2020,174
Comoros,142,3.973,0.274,0.757,0.505,0.142,0.275,0.078,2019,174
Comoros,140,3.956,0.2391,0.7927,0.3631,0.2292,0.1744,0.199,2015,174
Comoros,138,3.956,0.2751,0.6032,0.2998,0.1541,0.1827,0.1844,2016,174
Togo,135,4.1872,7.3577,0.5513,54.7199,0.6498,0.0027,0.7577,2020,768
Togo,139,4.085,0.275,0.572,0.41,0.293,0.177,0.085,2019,768
Togo,139,3.999,0.259,0.474,0.253,0.434,0.158,0.101,2018,768
Togo,158,2.839,0.2087,0.14,0.2844,0.3645,0.1668,0.1073,2015,768
Togo,155,3.303,0.2812,0.0,0.2481,0.3468,0.1752,0.1159,2016,768
Togo,150,3.495,0.3054,0.4319,0.2471,0.3804,0.1969,0.0957,2017,768
Ethiopia,136,4.1862,7.5094,0.7433,58.6396,0.7408,0.0434,0.7537,2020,231
Ethiopia,134,4.286,0.336,1.033,0.532,0.344,0.209,0.1,2019,231
Ethiopia,127,4.35,0.308,0.95,0.391,0.452,0.22,0.146,2018,231
Ethiopia,122,4.512,0.1907,0.6041,0.4406,0.4345,0.2432,0.1505,2015,231
Ethiopia,115,4.508,0.2928,0.3793,0.3458,0.367,0.2952,0.1717,2016,231
Ethiopia,119,4.46,0.3392,0.8647,0.3534,0.4088,0.3127,0.1655,2017,231
Madagascar,137,4.1656,7.2817,0.6682,59.1054,0.5576,-0.0118,0.8175,2020,450
Madagascar,143,3.933,0.274,0.916,0.555,0.148,0.169,0.041,2019,450
Madagascar,143,3.774,0.262,0.908,0.402,0.221,0.155,0.049,2018,450
Madagascar,147,3.681,0.2082,0.668,0.4672,0.1918,0.2133,0.0812,2015,450
Madagascar,148,3.695,0.2795,0.4612,0.3711,0.1368,0.2204,0.0751,2016,450
Madagascar,144,3.644,0.3058,0.913,0.3752,0.1892,0.2087,0.0672,2017,450
Egypt,138,4.1514,9.3165,0.7354,61.7802,0.7084,-0.1969,0.7877,2020,818
Egypt,137,4.166,0.913,1.039,0.644,0.241,0.076,0.067,2019,818
Egypt,122,4.419,0.885,1.025,0.553,0.312,0.092,0.107,2018,818
Egypt,135,4.194,0.8818,0.747,0.6171,0.1729,0.1129,0.0632,2015,818
Egypt,120,4.362,0.954,0.4981,0.5212,0.1885,0.1271,0.1039,2016,818
Egypt,104,4.735,0.9897,0.9975,0.5202,0.2821,0.1286,0.1144,2017,818
Sierra Leone,139,3.9264,7.2688,0.6361,50.8651,0.7153,0.0887,0.8613,2020,694
Sierra Leone,129,4.374,0.268,0.841,0.242,0.309,0.252,0.045,2019,694
Sierra Leone,113,4.571,0.256,0.813,0.0,0.355,0.238,0.053,2018,694
Sierra Leone,123,4.507,0.3302,0.9557,0.0,0.4084,0.2149,0.0879,2015,694
Sierra Leone,111,4.635,0.3648,0.628,0.0,0.3068,0.239,0.082,2016,694
Sierra Leone,106,4.709,0.3684,0.9841,0.0056,0.3187,0.293,0.0711,2017,694
Burundi,140,3.7753,6.4926,0.4903,53.4,0.6264,-0.0176,0.6069,2020,108
Burundi,145,3.775,0.046,0.447,0.38,0.22,0.176,0.18,2019,108
Burundi,156,2.905,0.091,0.627,0.145,0.065,0.149,0.076,2018,108
Burundi,157,2.905,0.0153,0.4159,0.224,0.1185,0.1973,0.1006,2015,108
Burundi,157,2.905,0.0683,0.2344,0.1575,0.0432,0.2029,0.0942,2016,108
Burundi,154,2.905,0.0916,0.6298,0.1516,0.0599,0.2044,0.0841,2017,108
Zambia,141,3.7594,8.2247,0.6988,55.2994,0.8065,0.078,0.8013,2020,894
Zambia,138,4.107,0.578,1.058,0.426,0.431,0.247,0.087,2019,894
Zambia,125,4.377,0.562,1.047,0.295,0.503,0.221,0.082,2018,894
Zambia,85,5.129,0.4704,0.9161,0.2992,0.4883,0.1959,0.1247,2015,894
Zambia,106,4.795,0.612,0.6376,0.2357,0.4266,0.1787,0.1148,2016,894
Zambia,116,4.514,0.6364,1.0032,0.2578,0.4616,0.2496,0.0782,2017,894
Haiti,142,3.7208,7.4113,0.5932,55.5986,0.5378,0.4005,0.6848,2020,332
Haiti,147,3.597,0.323,0.688,0.449,0.026,0.419,0.11,2019,332
Haiti,148,3.582,0.315,0.714,0.289,0.025,0.392,0.104,2018,332
Haiti,119,4.518,0.2667,0.743,0.3885,0.2442,0.4619,0.1718,2015,332
Haiti,136,4.028,0.341,0.2956,0.2749,0.1207,0.4796,0.1448,2016,332
Haiti,145,3.603,0.3686,0.6404,0.2773,0.0304,0.4892,0.0999,2017,332
Lesotho,143,3.6528,7.9605,0.7805,48.0036,0.7381,-0.1457,0.8574,2020,426
Lesotho,144,3.802,0.489,1.169,0.168,0.359,0.107,0.093,2019,426
Lesotho,141,3.808,0.472,1.215,0.079,0.423,0.116,0.112,2018,426
Lesotho,97,4.898,0.3754,1.041,0.0761,0.3177,0.1639,0.125,2015,426
Lesotho,139,3.808,0.521,1.1901,0.0,0.3907,0.1575,0.1191,2017,426
India,144,3.5733,8.8498,0.5922,60.2152,0.8814,0.0576,0.772,2020,356
India,140,4.015,0.755,0.765,0.588,0.498,0.2,0.085,2019,356
India,133,4.19,0.721,0.747,0.485,0.539,0.172,0.093,2018,356
India,117,4.565,0.645,0.3817,0.5153,0.3979,0.2648,0.0849,2015,356
India,118,4.404,0.7404,0.2925,0.4509,0.4028,0.2503,0.0872,2016,356
India,122,4.315,0.7922,0.7544,0.4554,0.47,0.2315,0.0922,2017,356
Malawi,145,3.538,7.0622,0.544,57.5929,0.8032,0.0214,0.7317,2020,454
Malawi,150,3.41,0.191,0.56,0.495,0.443,0.218,0.089,2019,454
Malawi,147,3.587,0.186,0.541,0.306,0.531,0.21,0.08,2018,454
Malawi,131,4.292,0.016,0.4113,0.2256,0.4305,0.3313,0.0698,2015,454
Malawi,132,4.156,0.0871,0.147,0.2936,0.4143,0.3097,0.0756,2016,454
Malawi,136,3.97,0.2334,0.5126,0.3151,0.4669,0.2872,0.0727,2017,454
Yemen,146,3.5274,7.7597,0.818,56.7273,0.5999,-0.1577,0.8003,2020,887
Yemen,151,3.38,0.287,1.163,0.463,0.143,0.108,0.077,2019,887
Yemen,152,3.355,0.442,1.073,0.343,0.244,0.083,0.064,2018,887
Yemen,136,4.077,0.5465,0.6809,0.4006,0.3557,0.0913,0.0785,2015,887
Yemen,147,3.724,0.5794,0.4749,0.3105,0.2287,0.0982,0.0589,2016,887
Yemen,146,3.593,0.5917,0.9354,0.3101,0.2495,0.1041,0.0568,2017,887
Botswana,147,3.4789,9.7112,0.7791,58.9245,0.8213,-0.2504,0.7779,2020,72
Botswana,148,3.488,1.041,1.145,0.538,0.455,0.025,0.1,2019,72
Botswana,146,3.59,1.017,1.174,0.417,0.557,0.042,0.092,2018,72
Botswana,128,4.332,0.9936,1.1046,0.0478,0.495,0.1046,0.1247,2015,72
Botswana,137,3.974,1.0943,0.8919,0.3475,0.4409,0.1242,0.1077,2016,72
Botswana,142,3.766,1.1221,1.2216,0.3418,0.5052,0.0993,0.0986,2017,72
Tanzania,148,3.4762,7.9677,0.6889,57.4961,0.8215,0.1097,0.6198,2020,834
Tanzania,153,3.231,0.476,0.885,0.499,0.417,0.276,0.147,2019,834
Tanzania,153,3.303,0.455,0.991,0.381,0.481,0.27,0.097,2018,834
Tanzania,146,3.781,0.2852,1.0027,0.3822,0.3288,0.3438,0.0575,2015,834
Tanzania,149,3.666,0.4716,0.7762,0.357,0.3176,0.3147,0.051,2016,834
Tanzania,153,3.349,0.5111,1.042,0.3645,0.39,0.3543,0.066,2017,834
Central African Republic,149,3.4759,6.6252,0.3195,45.2,0.6409,0.0824,0.8918,2020,140
Central African Republic,155,3.083,0.026,0.0,0.105,0.225,0.235,0.035,2019,140
Central African Republic,155,3.083,0.024,0.0,0.01,0.305,0.218,0.038,2018,140
Central African Republic,148,3.678,0.0785,0.0,0.067,0.4888,0.2384,0.0829,2015,140
Central African Republic,155,2.693,0.0,0.0,0.0188,0.2708,0.2809,0.0566,2017,140
Rwanda,150,3.3123,7.6001,0.5408,61.0988,0.9006,0.0555,0.1835,2020,646
Rwanda,152,3.334,0.359,0.711,0.614,0.555,0.217,0.411,2019,646
Rwanda,151,3.408,0.332,0.896,0.4,0.636,0.2,0.444,2018,646
Rwanda,154,3.465,0.2221,0.7737,0.4286,0.592,0.2263,0.5519,2015,646
Rwanda,152,3.515,0.3285,0.6159,0.3186,0.5432,0.2355,0.5052,2016,646
Rwanda,151,3.471,0.3687,0.9457,0.3264,0.5818,0.2528,0.4552,2017,646
Zimbabwe,151,3.2992,7.8657,0.7631,55.6173,0.7115,-0.0721,0.8102,2020,716
Zimbabwe,146,3.663,0.366,1.114,0.433,0.361,0.151,0.089,2019,716
Zimbabwe,144,3.692,0.357,1.094,0.248,0.406,0.132,0.099,2018,716
Zimbabwe,115,4.61,0.271,1.0328,0.3348,0.2586,0.1899,0.0808,2015,716
Zimbabwe,131,4.193,0.3504,0.7148,0.1595,0.2543,0.185,0.0858,2016,716
Zimbabwe,138,3.875,0.3758,1.0831,0.1968,0.3364,0.1891,0.0954,2017,716
South Sudan,152,2.8166,7.4254,0.5537,51.0,0.4513,0.0165,0.7634,2020,728
South Sudan,156,2.853,0.306,0.575,0.295,0.01,0.202,0.091,2019,728
South Sudan,154,3.254,0.337,0.608,0.177,0.112,0.224,0.106,2018,728
South Sudan,143,3.832,0.3939,0.1852,0.1578,0.1966,0.259,0.1301,2016,728
South Sudan,147,3.591,0.3972,0.6013,0.1635,0.1471,0.2857,0.1168,2017,728
Afghanistan,153,2.5669,7.4629,0.4704,52.59,0.3966,-0.0964,0.9337,2020,4
Afghanistan,154,3.203,0.35,0.517,0.361,0.0,0.158,0.025,2019,4
Afghanistan,145,3.632,0.332,0.537,0.255,0.085,0.191,0.036,2018,4
Afghanistan,153,3.575,0.3198,0.3028,0.3034,0.2341,0.3651,0.0972,2015,4
Afghanistan,154,3.36,0.3823,0.1104,0.1734,0.1643,0.3127,0.0711,2016,4
Afghanistan,141,3.794,0.4015,0.5815,0.1807,0.1062,0.3119,0.0612,2017,4
Qatar,29,6.374,1.684,1.313,0.871,0.555,0.22,0.167,2019,634
Qatar,32,6.374,1.649,1.303,0.748,0.654,0.256,0.171,2018,634
Qatar,28,6.611,1.6904,1.0786,0.7973,0.6404,0.3257,0.5221,2015,634
Qatar,36,6.375,1.8243,0.8796,0.7172,0.5668,0.3239,0.4805,2016,634
Qatar,35,6.375,1.8708,1.2743,0.7101,0.6041,0.3305,0.4393,2017,634
Bhutan,95,5.082,0.813,1.321,0.604,0.457,0.37,0.167,2019,64
Bhutan,97,5.082,0.796,1.335,0.527,0.541,0.364,0.171,2018,64
Bhutan,79,5.253,0.7704,1.104,0.5741,0.5321,0.48,0.1544,2015,64
Bhutan,84,5.196,0.8527,0.9084,0.4976,0.4607,0.4855,0.1616,2016,64
Bhutan,97,5.011,0.8854,1.3401,0.4959,0.5015,0.4741,0.1734,2017,64
Somalia,112,4.668,0.0,0.698,0.268,0.559,0.243,0.27,2019,706
Somalia,98,4.982,0.0,0.712,0.115,0.674,0.238,0.282,2018,706
Somalia,91,5.057,0.1885,0.9515,0.4387,0.4658,0.5032,0.3993,2015,706
Somalia,76,5.44,0.0,0.3361,0.1147,0.5678,0.2722,0.3118,2016,706
Somalia,97,5.057,0.2556,0.7586,0.3311,0.3913,0.5148,0.3679,2016,706
Somalia,93,5.151,0.0226,0.7212,0.114,0.6021,0.2916,0.2824,2017,706
Syria,149,3.462,0.619,0.378,0.44,0.013,0.331,0.141,2019,760
Syria,150,3.462,0.689,0.382,0.539,0.088,0.376,0.144,2018,760
Syria,156,3.006,0.6632,0.4749,0.7219,0.1568,0.4718,0.1891,2015,760
Syria,156,3.069,0.7472,0.1487,0.6299,0.0691,0.484,0.1723,2016,760
Syria,152,3.462,0.7772,0.3961,0.5005,0.0815,0.4937,0.1513,2017,760
Belize,49,5.956,0.807,1.101,0.474,0.593,0.183,0.089,2018,84
Belize,52,5.956,0.8762,0.6866,0.4557,0.5123,0.2368,0.1077,2016,84
Belize,50,5.956,0.908,1.0814,0.4502,0.5475,0.24,0.0966,2017,84
Sudan,137,4.139,0.605,1.24,0.312,0.016,0.134,0.082,2018,729
Sudan,118,4.55,0.5211,1.014,0.3688,0.1008,0.1906,0.1466,2015,729
Sudan,133,4.139,0.6307,0.8193,0.2976,0.0,0.1808,0.1004,2016,729
Sudan,130,4.139,0.6595,1.214,0.2909,0.015,0.1823,0.0898,2017,729
Angola,142,3.795,0.73,1.125,0.269,0.0,0.079,0.061,2018,24
Angola,137,4.033,0.7578,0.8604,0.1668,0.1038,0.1234,0.0712,2015,24
Angola,141,3.866,0.8473,0.6637,0.0499,0.0059,0.1207,0.0843,2016,24
Angola,140,3.795,0.8584,1.1044,0.0499,0.0,0.0979,0.0697,2017,24
Oman,22,6.853,1.3601,1.0818,0.7628,0.6327,0.2154,0.3252,2015,512
Suriname,40,6.269,0.9953,0.972,0.6082,0.5966,0.1699,0.1363,2015,740
Suriname,40,6.269,1.0969,0.7787,0.5093,0.5223,0.1666,0.1269,2016,740
Djibouti,126,4.369,0.4402,0.5921,0.3629,0.4607,0.1809,0.281,2015,262
Puerto Rico,15,7.039,1.3594,1.0811,0.7776,0.4682,0.222,0.1228,2016,630
